customerid,value
customer-315179306,3
customer-315546646,3
customer-315926881,3
customer-316034491,3
customer-316407036,3
customer-316810411,3
customer-317152917,3
customer-317369391,3
customer-317551296,3
customer-317565317,3
customer-317732977,3
customer-318032056,3
customer-318200461,3
customer-319406881,3
customer-319492316,3
customer-319878256,3
customer-319978366,3
customer-320035841,3
customer-320316050,3
customer-320407267,3
customer-320486930,3
customer-320537731,3
customer-320575450,3
customer-321747350,3
customer-321800347,3
customer-322041986,3
customer-322556086,3
customer-322710376,3
customer-322915191,3
customer-323295407,3
customer-323420686,3
customer-323881767,3
customer-323925247,3
customer-324037697,3
customer-324194401,3
customer-325182566,3
customer-325371881,3
customer-325554690,3
customer-325807390,3
customer-326380180,3
customer-326762796,3
customer-326853836,3
customer-327010306,3
customer-327402910,3
customer-327688996,3
customer-327714857,3
customer-327856870,3
customer-328213071,3
customer-328244240,3
customer-328359171,3
customer-329413480,3
customer-329443321,3
customer-329444610,3
customer-329870781,3
customer-330207660,3
customer-330264101,3
customer-330455470,3
customer-330459880,3
customer-331251720,3
customer-331287491,3
customer-331333791,3
customer-331676157,3
customer-331686010,3
customer-331855447,3
customer-331922000,3
customer-331954041,3
customer-332285281,3
customer-332792410,3
customer-332981906,3
customer-333131087,3
customer-333742656,3
customer-333960260,3
customer-334529456,3
customer-334575836,3
customer-334926266,3
customer-335127737,3
customer-335186936,3
customer-335481281,3
customer-335583380,3
customer-335795170,3
customer-335944831,3
customer-336132650,3
customer-336483036,3
customer-336974706,3
customer-336999621,3
customer-337031930,3
customer-337043480,3
customer-337289820,3
customer-337306881,3
customer-337483727,3
customer-337529941,3
customer-337562757,3
customer-337719771,3
customer-337927150,3
customer-338055966,3
customer-338444566,3
customer-338492591,3
customer-339098497,3
customer-339333616,3
customer-340132991,3
customer-340354111,3
customer-340453706,3
customer-340501681,3
customer-340746790,3
customer-341031210,3
customer-341078956,3
customer-341149876,3
customer-341449401,3
customer-341504860,3
customer-341567976,3
customer-341682351,3
customer-341895007,3
customer-341899230,3
customer-341947720,3
customer-342644807,3
customer-342839446,3
customer-343401757,3
customer-343588700,3
customer-343697160,3
customer-344123796,3
customer-344146526,3
customer-344166386,3
customer-344221310,3
customer-344228651,3
customer-344372546,3
customer-344836631,3
customer-345007591,3
customer-345308826,3
customer-345336331,3
customer-345354491,3
customer-345589380,3
customer-345609807,3
customer-345753530,3
customer-345807580,3
customer-345898811,3
customer-346149810,3
customer-346296456,3
customer-346378297,3
customer-346933546,3
customer-347460960,3
customer-347789850,3
customer-347854260,3
customer-348023441,3
customer-348111220,3
customer-348337566,3
customer-348512777,3
customer-348579311,3
customer-348610847,3
customer-349077070,3
customer-349181430,3
customer-349214130,3
customer-349214350,3
customer-349520217,3
customer-350048287,3
customer-351663560,3
customer-351670267,3
customer-351729470,3
customer-352030681,3
customer-352197556,3
customer-352332677,3
customer-352527296,3
customer-352591810,3
customer-352861671,3
customer-352976871,3
customer-353090076,3
customer-353395457,3
customer-353420411,3
customer-353459031,3
customer-353550311,3
customer-353569600,3
customer-353574600,3
customer-353838280,3
customer-354340400,3
customer-354446227,3
customer-354504567,3
customer-354827960,3
customer-354879406,3
customer-355049120,3
customer-355334411,3
customer-355764690,3
customer-356011966,3
customer-356100506,3
customer-356332856,3
customer-356433167,3
customer-356577880,3
customer-356671646,3
customer-356786861,3
customer-356933500,3
customer-356983701,3
customer-357062061,3
customer-357382776,3
customer-357466860,3
customer-358063461,3
customer-358209257,3
customer-358216300,3
customer-358386691,3
customer-358931481,3
customer-359174510,3
customer-359410157,3
customer-360105057,3
customer-360114186,3
customer-360249812,3
customer-360551580,3
customer-360909930,3
customer-360930776,3
customer-361078200,3
customer-361143726,3
customer-361201906,3
customer-361563466,3
customer-361714880,3
customer-362028151,3
customer-362656020,3
customer-362714370,3
customer-362872786,3
customer-362957866,3
customer-363099900,3
customer-363123841,3
customer-363141501,3
customer-363421457,3
customer-363647317,3
customer-363760697,3
customer-364152991,3
customer-364401707,3
customer-364582987,3
customer-364855771,3
customer-365267307,3
customer-365290446,3
customer-365313027,3
customer-365321337,3
customer-365889640,3
customer-366054266,3
customer-366090926,3
customer-366243400,3
customer-366674331,3
customer-366905631,3
customer-366942441,3
customer-367275560,3
customer-367439777,3
customer-367715227,3
customer-367732181,3
customer-367803780,3
customer-368115097,3
customer-368432060,3
customer-368754701,3
customer-368907637,3
customer-369505346,3
customer-369865591,3
customer-369961841,3
customer-370015786,3
customer-370050856,3
customer-370148457,3
customer-370317867,3
customer-370570120,3
customer-370661616,3
customer-371395447,3
customer-371592680,3
customer-371933656,3
customer-372597181,3
customer-372957651,3
customer-373011857,3
customer-373470681,3
customer-373522201,3
customer-373678607,3
customer-373973836,3
customer-374040737,3
customer-374960586,3
customer-375068661,3
customer-375129200,3
customer-375387131,3
customer-375387901,3
customer-375670230,3
customer-375903136,3
customer-375923850,3
customer-375974567,3
customer-376024547,3
customer-376027001,3
customer-376271281,3
customer-376459151,3
customer-377223371,3
customer-377311036,3
customer-377442521,3
customer-377666786,3
customer-377732787,3
customer-378208641,3
customer-378235970,3
customer-378326546,3
customer-378675466,3
customer-379027311,3
customer-379166477,3
customer-379430301,3
customer-379483001,3
customer-379828391,3
customer-379980966,3
customer-380054310,3
customer-380579137,3
customer-380598443,3
customer-380749191,3
customer-380790596,3
customer-381087896,3
customer-381416301,3
customer-382301010,3
customer-382357150,3
customer-382365090,3
customer-382598576,3
customer-382911561,3
customer-383193501,3
customer-383369237,3
customer-383511316,3
customer-383551590,3
customer-383910657,3
customer-384312561,3
customer-384365940,3
customer-384819457,3
customer-385012870,3
customer-385020830,3
customer-385319546,3
customer-385400106,3
customer-385629580,3
customer-385844026,3
customer-386097341,3
customer-386153227,3
customer-386251200,3
customer-386883317,3
customer-386903230,3
customer-387752161,3
customer-388074370,3
customer-388078666,3
customer-388405730,3
customer-388430341,3
customer-388561816,3
customer-388666006,3
customer-388739802,3
customer-388899740,3
customer-389609330,3
customer-390547897,3
customer-390771520,3
customer-391067470,3
customer-391464631,3
customer-391607377,3
customer-391647090,3
customer-391826516,3
customer-391922136,3
customer-392247087,3
customer-392277351,3
customer-392310226,3
customer-392344270,3
customer-392649201,3
customer-393106141,3
customer-393107906,3
customer-393364886,3
customer-393450351,3
customer-393461127,3
customer-393538936,3
customer-393559527,3
customer-393633806,3
customer-393904000,3
customer-394106541,3
customer-394136500,3
customer-394164746,3
customer-394351807,3
customer-394423837,3
customer-394660406,3
customer-394709277,3
customer-395198130,3
customer-395278030,3
customer-395332291,3
customer-395449286,3
customer-395948576,3
customer-396057207,3
customer-396454571,3
customer-397075156,3
customer-397087167,3
customer-397181361,3
customer-397247191,3
customer-397307670,3
customer-397865097,3
customer-397999511,3
customer-398085841,3
customer-398271571,3
customer-398314256,3
customer-398489470,3
customer-398492460,3
customer-398587187,3
customer-398676600,3
customer-398743626,3
customer-399275501,3
customer-399349927,3
customer-399981821,3
customer-400023600,3
customer-400424210,3
customer-400478726,3
customer-400570917,3
customer-400721940,3
customer-400972440,3
customer-401021116,3
customer-401567836,3
customer-401607261,3
customer-401658761,3
customer-401755967,3
customer-401852206,3
customer-402041246,3
customer-402069360,3
customer-402207231,3
customer-402332961,3
customer-402365631,3
customer-402501586,3
customer-402839631,3
customer-402967021,3
customer-403235946,3
customer-403369350,3
customer-403529767,3
customer-404255771,3
customer-404271056,3
customer-404652136,3
customer-404689990,3
customer-404859210,3
customer-405156806,3
customer-405517671,3
customer-406260771,3
customer-406266550,3
customer-406638381,3
customer-406930706,3
customer-407071187,3
customer-407103647,3
customer-407141081,3
customer-407646191,3
customer-407690007,3
customer-407855941,3
customer-407968557,3
customer-408143281,3
customer-408196090,3
customer-408579290,3
customer-408898006,3
customer-409011996,3
customer-409173091,3
customer-409810920,3
customer-409842186,3
customer-410100686,3
customer-410652110,3
customer-410904217,3
customer-410915697,3
customer-411022321,3
customer-411170400,3
customer-411216717,3
customer-411374806,3
customer-411489736,3
customer-411595727,3
customer-411751256,3
customer-412120016,3
customer-412459011,3
customer-412858781,3
customer-413168751,3
customer-413334056,3
customer-413447360,3
customer-413513147,3
customer-413544861,3
customer-413550190,3
customer-414027236,3
customer-414312581,3
customer-414539551,3
customer-414783706,3
customer-414838657,3
customer-414876696,3
customer-415319641,3
customer-415377127,3
customer-415769921,3
customer-415846110,3
customer-416116791,3
customer-416132620,3
customer-416399987,3
customer-416947231,3
customer-417454666,3
customer-417715301,3
customer-418040750,3
customer-418042101,3
customer-418109476,3
customer-418575361,3
customer-418663161,3
customer-418663951,3
customer-419178420,3
customer-419227576,3
customer-419630001,3
customer-419632691,3
customer-419758310,3
customer-419984670,3
customer-420095351,3
customer-420310947,3
customer-420359407,3
customer-420530477,3
customer-420612496,3
customer-420695201,3
customer-421237061,3
customer-421432200,3
customer-421450886,3
customer-421660390,3
customer-422084406,3
customer-422751937,3
customer-422918741,3
customer-422976126,3
customer-423080426,3
customer-423109451,3
customer-423414611,3
customer-423623997,3
customer-423647880,3
customer-423719281,3
customer-423867647,3
customer-423892380,3
customer-423907842,3
customer-424080630,3
customer-424295420,3
customer-424537116,3
customer-424629780,3
customer-424693657,3
customer-424756580,3
customer-424788051,3
customer-424982260,3
customer-425049617,3
customer-425426147,3
customer-425534016,3
customer-426338493,3
customer-426417841,3
customer-426513116,3
customer-426823980,3
customer-426860691,3
customer-427027240,3
customer-427238291,3
customer-427384130,3
customer-427405072,3
customer-427491937,3
customer-427785520,3
customer-427798901,3
customer-428233240,3
customer-428718517,3
customer-428911607,3
customer-428930761,3
customer-429819030,3
customer-429979286,3
customer-430059020,3
customer-430479626,3
customer-430660896,3
customer-430663011,3
customer-431032111,3
customer-431209161,3
customer-431252626,3
customer-431336240,3
customer-431363791,3
customer-431396331,3
customer-431407437,3
customer-431610506,3
customer-431725141,3
customer-432470451,3
customer-432513281,3
customer-432554301,3
customer-432641701,3
customer-432698017,3
customer-432698776,3
customer-433438601,3
customer-433807300,3
customer-434296606,3
customer-434660057,3
customer-434981971,3
customer-435087450,3
customer-435118160,3
customer-435460267,3
customer-435496831,3
customer-435677096,3
customer-435790441,3
customer-436475432,3
customer-436481106,3
customer-436719420,3
customer-437160576,3
customer-437285200,3
customer-437429557,3
customer-437444347,3
customer-437810111,3
customer-437877946,3
customer-437894651,3
customer-437931176,3
customer-438068187,3
customer-438200281,3
customer-438251426,3
customer-438807620,3
customer-439222281,3
customer-439761821,3
customer-439852036,3
customer-439996010,3
customer-440338821,3
customer-441259501,3
customer-441349241,3
customer-441358821,3
customer-441446650,3
customer-441510677,3
customer-441690956,3
customer-441715220,3
customer-442067761,3
customer-442095730,3
customer-442179221,3
customer-442324347,3
customer-442936871,3
customer-443325071,3
customer-443399547,3
customer-443466806,3
customer-443499641,3
customer-443624337,3
customer-443804227,3
customer-443951401,3
customer-444002207,3
customer-444179350,3
customer-444217177,3
customer-444463160,3
customer-444503881,3
customer-444508700,3
customer-444879100,3
customer-444962846,3
customer-445292596,3
customer-445464267,3
customer-445793571,3
customer-446083341,3
customer-446144891,3
customer-446637251,3
customer-446783527,3
customer-446990821,3
customer-447017730,3
customer-447043451,3
customer-447151926,3
customer-447191537,3
customer-447671430,3
customer-447711841,3
customer-447905071,3
customer-447966226,3
customer-447986383,3
customer-448029797,3
customer-448209496,3
customer-448464277,3
customer-448490686,3
customer-448554436,3
customer-448636611,3
customer-448679007,3
customer-448726120,3
customer-448992307,3
customer-449181976,3
customer-449184201,3
customer-449261256,3
customer-449388480,3
customer-449497546,3
customer-450617311,3
customer-450850676,3
customer-450941941,3
customer-451172220,3
customer-451432307,3
customer-451839291,3
customer-451945331,3
customer-452003811,3
customer-452448141,3
customer-452492040,3
customer-452514891,3
customer-452703851,3
customer-453042186,3
customer-453425646,3
customer-453665570,3
customer-454195441,3
customer-454341600,3
customer-454349360,3
customer-454475226,3
customer-454616780,3
customer-454849201,3
customer-454883277,3
customer-454905737,3
customer-455260611,3
customer-455391736,3
customer-455491801,3
customer-455719476,3
customer-455735431,3
customer-455783251,3
customer-455851227,3
customer-456198617,3
customer-456326807,3
customer-456504810,3
customer-456692186,3
customer-457073076,3
customer-457121481,3
customer-457420091,3
customer-457635231,3
customer-457672540,3
customer-457773491,3
customer-457804587,3
customer-458099250,3
customer-458481560,3
customer-458639690,3
customer-458729430,3
customer-459047807,3
customer-459319741,3
customer-459386377,3
customer-459542297,3
customer-459977951,3
customer-460627727,3
customer-460873247,3
customer-461195077,3
customer-461961751,3
customer-462014701,3
customer-462186130,3
customer-462332076,3
customer-462391241,3
customer-462705287,3
customer-462742770,3
customer-462859187,3
customer-463141241,3
customer-463296937,3
customer-463492131,3
customer-463752117,3
customer-464220690,3
customer-464235336,3
customer-464464490,3
customer-465423571,3
customer-465498001,3
customer-465702031,3
customer-465803057,3
customer-465873147,3
customer-465914401,3
customer-465938086,3
customer-466258976,3
customer-466718211,3
customer-466771547,3
customer-466961437,3
customer-467036067,3
customer-467222736,3
customer-467505380,3
customer-468052796,3
customer-468239386,3
customer-468522200,3
customer-469039821,3
customer-469345210,3
customer-469444601,3
customer-469613357,3
customer-469631851,3
customer-469989780,3
customer-470435860,3
customer-470955137,3
customer-471259707,3
customer-471269290,3
customer-471369531,3
customer-471660841,3
customer-472181361,3
customer-472518881,3
customer-472633537,3
customer-472858381,3
customer-473017417,3
customer-473090050,3
customer-473122717,3
customer-473438251,3
customer-473846921,3
customer-473933340,3
customer-474243910,3
customer-474743620,3
customer-474772471,3
customer-474876500,3
customer-475062121,3
customer-475062890,3
customer-475292771,3
customer-475305916,3
customer-475970701,3
customer-476080437,3
customer-476183070,3
customer-476428750,3
customer-476555781,3
customer-476640520,3
customer-476703160,3
customer-476719756,3
customer-476770191,3
customer-476821950,3
customer-477319267,3
customer-477346840,3
customer-477486021,3
customer-477697140,3
customer-477968580,3
customer-477992191,3
customer-478225057,3
customer-478454970,3
customer-478507961,3
customer-478620771,3
customer-479404990,3
customer-479512070,3
customer-479808907,3
customer-479842937,3
customer-479899630,3
customer-480375436,3
customer-480375741,3
customer-480701096,3
customer-480760870,3
customer-480782300,3
customer-480859191,3
customer-481531137,3
customer-481848140,3
customer-482280236,3
customer-482437490,3
customer-482527711,3
customer-482691150,3
customer-482861186,3
customer-482962440,3
customer-483153641,3
customer-483669341,3
customer-483750057,3
customer-483945521,3
customer-484483471,3
customer-484747811,3
customer-484765901,3
customer-484906801,3
customer-485089920,3
customer-485501746,3
customer-485641600,3
customer-485816091,3
customer-485818290,3
customer-485883720,3
customer-486145427,3
customer-486266862,3
customer-486672701,3
customer-487041430,3
customer-487063487,3
customer-487283541,3
customer-487687291,3
customer-487844077,3
customer-487962276,3
customer-488146351,3
customer-488234317,3
customer-488270386,3
customer-488555547,3
customer-488578616,3
customer-488610681,3
customer-488666750,3
customer-489135961,3
customer-489181320,3
customer-489214181,3
customer-489350681,3
customer-489488240,3
customer-489924456,3
customer-490191951,3
customer-490738040,3
customer-491213540,3
customer-491300307,3
customer-491477946,3
customer-491982016,3
customer-492130366,3
customer-492444921,3
customer-492633497,3
customer-492984821,3
customer-493031021,3
customer-493109537,3
customer-493327740,3
customer-493591760,3
customer-493664991,3
customer-493707741,3
customer-493856271,3
customer-493911761,3
customer-494102231,3
customer-494240427,3
customer-494597381,3
customer-494676411,3
customer-494884697,3
customer-495159531,3
customer-495318486,3
customer-495396171,3
customer-495845602,3
customer-495972567,3
customer-496179941,3
customer-496188697,3
customer-496219536,3
customer-496506430,3
customer-496639277,3
customer-496688536,3
customer-496697527,3
customer-496765600,3
customer-496827726,3
customer-496913097,3
customer-496975621,3
customer-497495461,3
customer-497649287,3
customer-497657021,3
customer-497696981,3
customer-497814021,3
customer-498157091,3
customer-498225170,3
customer-498361820,3
customer-498843256,3
customer-499112371,3
customer-499669161,3
customer-500098110,3
customer-500300627,3
customer-500322987,3
customer-500444800,3
customer-500653271,3
customer-500778461,3
customer-500888160,3
customer-500895526,3
customer-501095431,3
customer-501385477,3
customer-501395887,3
customer-501531216,3
customer-501706590,3
customer-501790840,3
customer-502039827,3
customer-503049636,3
customer-503142366,3
customer-503873881,3
customer-503977570,3
customer-504332077,3
customer-504439430,3
customer-504702040,3
customer-504816507,3
customer-505079890,3
customer-505179531,3
customer-505565337,3
customer-505729021,3
customer-505797800,3
customer-505804380,3
customer-505866350,3
customer-506010611,3
customer-506073291,3
customer-506167856,3
customer-506396691,3
customer-506441501,3
customer-506542210,3
customer-506579621,3
customer-507147520,3
customer-507277940,3
customer-507300351,3
customer-507594117,3
customer-507886520,3
customer-507903001,3
customer-507918970,3
customer-507969240,3
customer-508197887,3
customer-508282866,3
customer-508890267,3
customer-509114320,3
customer-509356401,3
customer-509725337,3
customer-509789486,3
customer-510566477,3
customer-510574201,3
customer-510890906,3
customer-510892420,3
customer-510949840,3
customer-511096971,3
customer-511260020,3
customer-511432691,3
customer-511652720,3
customer-511727580,3
customer-512049431,3
customer-512220681,3
customer-512243817,3
customer-512285837,3
customer-512320197,3
customer-512624120,3
customer-512636817,3
customer-513499410,3
customer-513798196,3
customer-513829460,3
customer-513946313,3
customer-514938150,3
customer-515460276,3
customer-515755692,3
customer-516300657,3
customer-516439431,3
customer-516610507,3
customer-516655660,3
customer-516735460,3
customer-516999300,3
customer-517043786,3
customer-517103901,3
customer-517119161,3
customer-517286950,3
customer-517392827,3
customer-517689627,3
customer-517731917,3
customer-517937367,3
customer-518000990,3
customer-518131511,3
customer-518608631,3
customer-518689291,3
customer-518839501,3
customer-519017181,3
customer-519090941,3
customer-519415371,3
customer-519517891,3
customer-519518537,3
customer-520199171,3
customer-520570877,3
customer-520879487,3
customer-520958391,3
customer-521072580,3
customer-521353540,3
customer-521439981,3
customer-521677931,3
customer-521938360,3
customer-522087440,3
customer-522205126,3
customer-522252520,3
customer-522261831,3
customer-522367536,3
customer-522846897,3
customer-522983496,3
customer-523081946,3
customer-523246657,3
customer-523261540,3
customer-523275321,3
customer-523302516,3
customer-523646386,3
customer-524414951,3
customer-525377046,3
customer-525690241,3
customer-525746700,3
customer-525795611,3
customer-526116111,3
customer-526395186,3
customer-526442750,3
customer-526695761,3
customer-526772026,3
customer-527240086,3
customer-527482376,3
customer-528588181,3
customer-528593113,3
customer-529079750,3
customer-529153166,3
customer-529389551,3
customer-529795581,3
customer-529886291,3
customer-530129226,3
customer-530826991,3
customer-530886910,3
customer-531192891,3
customer-531511330,3
customer-531684861,3
customer-531800111,3
customer-531896560,3
customer-531939830,3
customer-532000966,3
customer-532470126,3
customer-532545830,3
customer-532764316,3
customer-532968746,3
customer-533140350,3
customer-533504716,3
customer-533753511,3
customer-533757680,3
customer-534031321,3
customer-534775670,3
customer-534883020,3
customer-534916271,3
customer-535442952,3
customer-535506656,3
customer-535908241,3
customer-535959811,3
customer-536056170,3
customer-536617791,3
customer-537364211,3
customer-538322701,3
customer-538422890,3
customer-538467210,3
customer-538567261,3
customer-538666510,3
customer-538767311,3
customer-539300470,3
customer-539355240,3
customer-539458650,3
customer-540075992,3
customer-540436021,3
customer-540571056,3
customer-540616600,3
customer-540638771,3
customer-540675931,3
customer-540767901,3
customer-541384160,3
customer-541528600,3
customer-541673791,3
customer-541818331,3
customer-542070101,3
customer-542592330,3
customer-542681671,3
customer-542885946,3
customer-543331811,3
customer-543637116,3
customer-543866416,3
customer-544048400,3
customer-544453510,3
customer-544857446,3
customer-545031396,3
customer-545066686,3
customer-545219921,3
customer-545430506,3
customer-545430706,3
customer-545464281,3
customer-545842596,3
customer-546393101,3
customer-546446901,3
customer-546531691,3
customer-546707991,3
customer-547015006,3
customer-547261101,3
customer-547590376,3
customer-548106740,3
customer-548148530,3
customer-548217256,3
customer-548321701,3
customer-548525611,3
customer-548554271,3
customer-548851970,3
customer-549100811,3
customer-549253700,3
customer-549254871,3
customer-549342936,3
customer-549590776,3
customer-549903906,3
customer-549931680,3
customer-550215216,3
customer-550332350,3
customer-550515501,3
customer-550945906,3
customer-553147450,3
customer-553836460,3
customer-554795266,3
customer-554830781,3
customer-555107326,3
customer-555193081,3
customer-555232160,3
customer-555303650,3
customer-555536851,3
customer-555758596,3
customer-556182801,3
customer-556499860,3
customer-556563511,3
customer-556718221,3
customer-556776300,3
customer-556849850,3
customer-557458960,3
customer-557483556,3
customer-557683761,3
customer-557788020,3
customer-558576810,3
customer-558598250,3
customer-558808690,3
customer-559330140,3
customer-559653821,3
customer-559731086,3
customer-559881560,3
customer-560608601,3
customer-561173511,3
customer-561621320,3
customer-561904101,3
customer-562306910,3
customer-562421900,3
customer-562584760,3
customer-562681551,3
customer-563071486,3
customer-563113706,3
customer-563893061,3
customer-563904641,3
customer-564595280,3
customer-564728516,3
customer-564794560,3
customer-565173171,3
customer-565553290,3
customer-565595491,3
customer-565599450,3
customer-566481851,3
customer-566511090,3
customer-566611070,3
customer-566752476,3
customer-566851326,3
customer-566985211,3
customer-568033220,3
customer-568095111,3
customer-568138280,3
customer-568341400,3
customer-568671990,3
customer-568790081,3
customer-569341571,3
customer-569489020,3
customer-569555371,3
customer-569931431,3
customer-570349386,3
customer-570428076,3
customer-570571250,3
customer-570683196,3
customer-570747296,3
customer-571152500,3
customer-571160956,3
customer-571190786,3
customer-571541771,3
customer-571799106,3
customer-572091722,3
customer-572422426,3
customer-572713521,3
customer-573561873,3
customer-573688821,3
customer-573717126,3
customer-574095661,3
customer-574217551,3
customer-574251831,3
customer-574371196,3
customer-574408031,3
customer-574440621,3
customer-574878180,3
customer-574896431,3
customer-575143766,3
customer-575179651,3
customer-575298641,3
customer-575586731,3
customer-575930010,3
customer-576264546,3
customer-576370471,3
customer-576567711,3
customer-577559791,3
customer-577780826,3
customer-577961426,3
customer-578004650,3
customer-578028250,3
customer-578108711,3
customer-578259421,3
customer-579543270,3
customer-579691940,3
customer-579815980,3
customer-579870151,3
customer-580053141,3
customer-580101036,3
customer-580803446,3
customer-581030770,3
customer-581177446,3
customer-581307801,3
customer-581592051,3
customer-581647791,3
customer-581763081,3
customer-582360481,3
customer-582361196,3
customer-583390616,3
customer-584108396,3
customer-584110421,3
customer-584408971,3
customer-584571720,3
customer-585030896,3
customer-585338690,3
customer-585948801,3
customer-585965310,3
customer-586448930,3
customer-586667276,3
customer-587059211,3
customer-587069981,3
customer-587145291,3
customer-587671820,3
customer-587918566,3
customer-588197721,3
customer-588221506,3
customer-588314011,3
customer-588369556,3
customer-589432150,3
customer-589757576,3
customer-589794131,3
customer-590149660,3
customer-590355751,3
customer-590886800,3
customer-590958921,3
customer-591129361,3
customer-591204391,3
customer-591388240,3
customer-591629360,3
customer-591795960,3
customer-591943821,3
customer-592208451,3
customer-592733466,3
customer-592950101,3
customer-593040010,3
customer-593191431,3
customer-593520741,3
customer-593915336,3
customer-594194351,3
customer-594664871,3
customer-594706296,3
customer-594759300,3
customer-595667931,3
customer-595720720,3
customer-595796431,3
customer-595862863,3
customer-595884080,3
customer-595932910,3
customer-595965660,3
customer-596240850,3
customer-596268931,3
customer-596425021,3
customer-597060130,3
customer-597214620,3
customer-597273250,3
customer-597358300,3
customer-597395511,3
customer-597406491,3
customer-597422606,3
customer-597553081,3
customer-597690226,3
customer-597909610,3
customer-598549571,3
customer-599047430,3
customer-599070660,3
customer-599174480,3
customer-599582131,3
customer-599751206,3
customer-600296616,3
customer-600472820,3
customer-600726861,3
customer-601107661,3
customer-601112616,3
customer-601131596,3
customer-601521790,3
customer-601834430,3
customer-602182091,3
customer-602322291,3
customer-602609951,3
customer-602643101,3
customer-602751210,3
customer-602973610,3
customer-603059736,3
customer-603220470,3
customer-603229226,3
customer-603419162,3
customer-603608930,3
customer-603669310,3
customer-604002660,3
customer-604236506,3
customer-604490401,3
customer-604798360,3
customer-605753630,3
customer-605780910,3
customer-605904971,3
customer-606730016,3
customer-606733731,3
customer-607212101,3
customer-607807920,3
customer-607964791,3
customer-608360481,3
customer-608799640,3
customer-609074030,3
customer-609407841,3
customer-609550056,3
customer-609613796,3
customer-610058506,3
customer-610369210,3
customer-610522241,3
customer-610698066,3
customer-610880031,3
customer-610957760,3
customer-611308690,3
customer-612105190,3
customer-612709411,3
customer-612890936,3
customer-612964741,3
customer-613091373,3
customer-613556811,3
customer-613847680,3
customer-614341281,3
customer-614784860,3
customer-614789650,3
customer-615275211,3
customer-615394413,3
customer-615420870,3
customer-615437216,3
customer-615568371,3
customer-615891051,3
customer-616164751,3
customer-616351996,3
customer-616470180,3
customer-616479666,3
customer-616491111,3
customer-616587601,3
customer-616816536,3
customer-616902191,3
customer-616919130,3
customer-616985240,3
customer-617240201,3
customer-617594361,3
customer-617705341,3
customer-617749170,3
customer-617895930,3
customer-618367221,3
customer-618498696,3
customer-618931186,3
customer-619290800,3
customer-619340981,3
customer-619716310,3
customer-619868711,3
customer-619955490,3
customer-620084380,3
customer-620414676,3
customer-620505096,3
customer-620936301,3
customer-621043401,3
customer-621255630,3
customer-621401110,3
customer-621448901,3
customer-621831211,3
customer-622042431,3
customer-622113711,3
customer-622376411,3
customer-622640571,3
customer-623006466,3
customer-623014796,3
customer-623150711,3
customer-623456566,3
customer-623632690,3
customer-623728801,3
customer-623899931,3
customer-623977936,3
customer-624191281,3
customer-624452051,3
customer-624593411,3
customer-624622071,3
customer-624681900,3
customer-624747100,3
customer-624832166,3
customer-625614001,3
customer-625780770,3
customer-626010511,3
customer-626406760,3
customer-626627180,3
customer-626843931,3
customer-627516691,3
customer-627763000,3
customer-628220446,3
customer-628468316,3
customer-628670981,3
customer-628960591,3
customer-629852851,3
customer-630567331,3
customer-630832181,3
customer-631575681,3
customer-631577276,3
customer-631850971,3
customer-632234531,3
customer-632384221,3
customer-632662551,3
customer-632919911,3
customer-633537826,3
customer-633864541,3
customer-633871600,3
customer-634317711,3
customer-634907166,3
customer-635178001,3
customer-635363191,3
customer-635543150,3
customer-635597176,3
customer-635598741,3
customer-635838960,3
customer-636198286,3
customer-637829241,3
customer-638040371,3
customer-638630921,3
customer-638657320,3
customer-639075130,3
customer-639129031,3
customer-639139640,3
customer-639232810,3
customer-639258011,3
customer-640141720,3
customer-640182951,3
customer-640740566,3
customer-641475481,3
customer-642125800,3
customer-642520626,3
customer-643144741,3
customer-643655370,3
customer-644048570,3
customer-644287756,3
customer-644563431,3
customer-644574721,3
customer-644654056,3
customer-644663260,3
customer-644859641,3
customer-645465166,3
customer-645964791,3
customer-646045361,3
customer-646181610,3
customer-646315711,3
customer-646363960,3
customer-646454126,3
customer-646799051,3
customer-646988371,3
customer-647563391,3
customer-647590136,3
customer-647712611,3
customer-647912736,3
customer-647918090,3
customer-647919990,3
customer-647944126,3
customer-648041271,3
customer-648537821,3
customer-648587482,3
customer-648624340,3
customer-649030880,3
customer-649202950,3
customer-649233590,3
customer-649236851,3
customer-649887161,3
customer-649906086,3
customer-649915436,3
customer-650240881,3
customer-650288806,3
customer-650902090,3
customer-651339531,3
customer-651773901,3
customer-651778290,3
customer-651869186,3
customer-652058651,3
customer-652391660,3
customer-652945760,3
customer-653164681,3
customer-653238746,3
customer-653269211,3
customer-653478910,3
customer-653978046,3
customer-654141296,3
customer-654335371,3
customer-654890331,3
customer-654916860,3
customer-654939140,3
customer-655012041,3
customer-655286361,3
customer-655517496,3
customer-655627446,3
customer-655889630,3
customer-655891056,3
customer-656028856,3
customer-656079086,3
customer-656086806,3
customer-656220490,3
customer-657392511,3
customer-657573386,3
customer-657660666,3
customer-657734951,3
customer-657809410,3
customer-657828366,3
customer-657961311,3
customer-658123756,3
customer-658156520,3
customer-658177666,3
customer-658276380,3
customer-658313370,3
customer-658684246,3
customer-659102521,3
customer-659219576,3
customer-659310950,3
customer-659551320,3
customer-659784716,3
customer-659898326,3
customer-660233461,3
customer-661017096,3
customer-661193656,3
customer-661424431,3
customer-662065656,3
